claim_id,location,claim_type,value_paper,digits,units,comparison,needs_block,claim
float_table_c24,Appendix Table C.24,structural,48,0,cells,==,FALSE,"Table C.24 prints 48 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, on the pretreatment outcome, on gender, on two race indicators and on length of service, a constant and its standard error, a sample size and an R-squared."
float_table_c26,Appendix Table C.26,structural,72,0,cells,==,FALSE,"Table C.26 prints 72 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, on the pretreatment outcome, on gender, on two race indicators and on length of service, a constant and its standard error, a sample size and an R-squared. Four of the five pretreatment rows print nothing."
float_table_c28,Appendix Table C.28,structural,80,0,cells,==,FALSE,"Table C.28 prints 80 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, on the pretreatment outcome, on gender, on two race indicators and on length of service, a constant and its standard error, a sample size and an R-squared."
float_table_c30,Appendix Table C.30,structural,32,0,cells,==,FALSE,"Table C.30 prints 32 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, on the pretreatment outcome, on gender, on two race indicators and on length of service, a constant and its standard error, a sample size and an R-squared."
float_table_c32,Appendix Table C.32,structural,16,0,cells,==,FALSE,"Table C.32 prints 16 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, on the pretreatment outcome, on gender, on two race indicators and on length of service, a constant and its standard error, a sample size and an R-squared."
float_table_c34,Appendix Table C.34,structural,16,0,cells,==,FALSE,"Table C.34 prints 16 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, on the pretreatment outcome, on gender, on two race indicators and on length of service, a constant and its standard error, a sample size and an R-squared."
float_table_c36,Appendix Table C.36,structural,16,0,cells,==,FALSE,"Table C.36 prints 16 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, on the pretreatment outcome, on gender, on two race indicators and on length of service, a constant and its standard error, a sample size and an R-squared."
float_figure_d2,Figure D.2 (p. 35),structural,90,0,estimates,==,FALSE,"Figure D.2 prints no estimate on its face and plots 90: 45 outcomes by two estimators under the alternate measurement strategy. Nothing in the deposit supports the alternate strategy, so no plotted value has a counterpart."
figure_d2_ci_level,Figure D.2 caption (p. 35),definitional,95,0,per cent,==,FALSE,We display estimates with 95% confidence intervals from both the difference-in-means and OLS estimators. The alternate-strategy estimates have no counterpart in the deposit.
figure_d2_no_significant,Figure D.2 caption (p. 35),descriptive,,0,,==,TRUE,"Regardless of which measurement strategy we apply, our findings remain the same: we are unable to detect any statistically significant effect of BWCs on the measured outcomes"
figure_d2_axis_furniture,Figure D.2 (p. 35),structural,,0,,==,FALSE,Figure D.2's eight panels carry their own horizontal axis breaks and the shared axis title Estimated Average Treatment Effect (in Yearly Rate Per 1000 Officers).
figure_e3_window,Figure E.3 caption (p. 37),descriptive,90,0,days,==,TRUE,"Figure E.3: Uses of Force per 1000 Officers, 90 days before and after BWC deployment, broken out by police district"
figure_e3_no_difference,Figure E.3 caption (p. 37),descriptive,,0,,==,TRUE,"As the chart indicates, there is no statistically significant difference between the two groups in either the 90-day period before or after the deployment of BWCs (which occurs on day 0)"
figure_e3_day_zero,Figure E.3 caption (p. 37),definitional,0,0,days,==,TRUE,the deployment of BWCs (which occurs on day 0)
figure_e3_rate_denominator,Figure E.3 caption (p. 37),definitional,1000,0,officers,==,TRUE,Figure E.3: Uses of Force per 1000 Officers
float_figure_e3,Figure E.3 (p. 37),structural,,0,points,==,TRUE,"Figure E.3 prints no number on its face beyond its axis breaks, and its plotted points are too densely overlaid to be counted from the page, so no published count can be laid against the rewrite's."
figure_e3_axis_furniture,Figure E.3 (p. 37),structural,,0,,==,FALSE,"Figure E.3 carries seven district panels sharing a vertical axis broken at 0, 100, 200, 300 and 400 and a horizontal axis broken at -750, -500, -250, 0, 250 and 500, with the axis titles Days Since Cameras Deployed and Uses of Force per 1000 officers."
figure_e4_window,Figure E.4 caption (p. 38),descriptive,90,0,days,==,TRUE,"Figure E.4: Complaints per 1000 Officers, 90 days before and after BWC deployment, broken out by police district"
figure_e4_no_difference,Figure E.4 caption (p. 38),descriptive,,0,,==,TRUE,"As the chart indicates, there is no statistically significant difference between the two groups in either the 90-day period before or after the deployment of BWCs (which occurs on day 0)"
figure_e4_day_zero,Figure E.4 caption (p. 38),definitional,0,0,days,==,TRUE,the deployment of BWCs (which occurs on day 0)
figure_e4_rate_denominator,Figure E.4 caption (p. 38),definitional,1000,0,officers,==,TRUE,Figure E.4: Complaints per 1000 Officers
float_figure_e4,Figure E.4 (p. 38),structural,,0,points,==,TRUE,"Figure E.4 prints no number on its face beyond its axis breaks, and its plotted points are too densely overlaid to be counted from the page, so no published count can be laid against the rewrite's."
figure_e4_axis_furniture,Figure E.4 (p. 38),structural,,0,,==,FALSE,"Figure E.4 carries seven district panels sharing a vertical axis broken at 0, 100, 200, 300 and 400 and a horizontal axis broken at -750, -500, -250, 0, 250 and 500, with the axis titles Days Since Cameras Deployed and Complaints per 1000 officers."
float_figure_e5,Figure E.5 (p. 39),structural,,0,,==,FALSE,"Figure E.5 plots case-generating calls for service and videos uploaded per day. The calls-for-service series is not in the deposit, so nothing in it has a counterpart."
figure_e5_axis_furniture,Figure E.5 (p. 39),structural,,0,,==,FALSE,Figure E.5's vertical axis is broken at 2000 and 4000 and its legend names the Treated Calls and Videos series.
appendix_calls_data_year,Appendix E.2 (p. 39),structural,2015,0,,==,FALSE,Calls for service data including information about responding officers were not available for 2015
appendix_treatment_end_year,Appendix E.2 (p. 39),structural,2016,0,,==,FALSE,"the treatment period concluded in mid-December 2016, when MPD deployed BWCs to all eligible members"
appendix_adherence_days,Appendix E.2 (p. 39),pipeline,98,0,per cent,==,TRUE,"For 98% of the days in 2016, MPD is averaging at least one video (often many more) per call for service with CCN that had a treated officer on scene"
appendix_adherence_year,Appendix E.2 (p. 39),structural,2016,0,,==,FALSE,For 98% of the days in 2016. The same calendar year as the main text's adherence claim.
appendix_shortfall_days,Appendix E.2 (p. 39),pipeline,2,0,per cent,==,TRUE,"Further, even for the 2% of days in 2016 in which the number of videos is less than the number of incidents for which we would expect them, the difference is minimal"
appendix_shortfall_year,Appendix E.2 (p. 39),structural,2016,0,,==,FALSE,"even for the 2% of days in 2016. The same calendar year, restated."
appendix_average_compliance,Appendix E.2 (p. 39),pipeline,96,0,per cent,==,TRUE,"the difference is minimal, with 96% average compliance based on our measure"
appendix_count_model_exclusions,Appendix E.3 (p. 40),structural,,0,,==,FALSE,"With the exception of outcome measures that were either 1) non-integer (which included court hours and length min), or 2) took on only two values (typically zero and one), we model all outcome variables as counts. The 1) and 2) are list markers."
appendix_count_model_binary,Appendix E.3 (p. 40),structural,2,0,values,==,FALSE,"outcome measures that ... took on only two values (typically zero and one). Which outcomes those are is not recorded anywhere in the deposit, and the deposit ships no count-model code, so the class cannot be reconstructed."
appendix_equidispersion_threshold,Appendix E.3 (p. 40),definitional,0.05,2,,==,FALSE,"First test the null hypothesis of equidispersion; if we fail to reject the null (p < 0.05), then use poisson regression. The deposit ships no count-model code, so neither the threshold nor the direction of the stated rule can be checked against anything."
appendix_cv_folds,Appendix E.3 (p. 40),definitional,50,0,folds,==,FALSE,choose the model with the lowest out-of-sample Root Mean Square Error (RMSE) based on 50-fold cross-validation. The deposit ships no count-model code.
appendix_f_general_order,Appendix F (pp. 41-43),transcribed,,0,,==,FALSE,"Appendix F reproduces MPD General Order SPT-302.13 verbatim, including its enumerated list of events for which officers must activate a BWC and the numbers inside that list. A departmental document quoted in full; none of its numbers can move with the pipeline. Checked once against the general order as reproduced and not re-checked."
appendix_g_preanalysis_plan,Appendix G (pp. 44-78),transcribed,,0,,==,FALSE,"Appendix G reproduces the preanalysis plan verbatim, as a separately paginated document of its own carrying its own tables, figures and footnotes. It was written and posted before outcomes were realised, so none of its numbers can move with the pipeline, and the analyses it specifies are the ones Appendix C reports. Checked once against the deposited copy of the plan and not re-checked."
